Gene,aboral1,aboral2,aboral3,aboral4,oral1,oral2,oral3,oral4
ML20572a,2706,4173,5321,4887,347,616,759,888
ML20573a,15,12,21,4,8,17,12,17
ML20574a,452,577,562,577,526,373,440,367
ML20575a,5,3,5,2,3,3,2,5
ML20576a,291,341,306,357,162,258,204,228
ML20577a,194,250,208,188,222,192,117,210
ML20578a,401,442,446,288,276,356,243,351
ML20579a,0,0,0,0,0,0,0,0
ML20581a,13,9,15,15,5,13,10,10
ML20591a,330,608,503,568,119,209,251,260
ML20601a,725,981,1068,906,1066,607,735,686
ML20602b,757,1821,1343,1395,1201,646,741,938
ML20611a,21,9,0,4,12,1,5,12
ML206310a,760,241,157,1168,35,167,186,824
ML20631a,0,2,0,0,0,0,0,0
ML20632a,0,0,0,0,0,0,0,0
ML20633a,8,17,19,12,36,3,8,15
ML20634a,3098,3375,3222,2554,1576,2529,1784,2291
ML20635a,55,1,25,2,36,82,29,57
ML20636a,265,299,247,307,218,241,291,218
ML20637a,4,15,16,8,24,17,12,1
ML20638a,444,447,456,408,365,254,221,318
ML20639a,304,343,357,337,217,251,200,258
ML206410a,430,374,473,458,311,329,291,301
ML206411a,120,119,126,93,90,80,72,93
ML206412a,48,49,54,36,38,23,54,66
ML206413a,3,0,0,0,0,0,0,0
ML206414a,93,100,87,132,131,68,103,71
ML206415a,34,83,130,67,21,21,16,16
ML206416a,354,172,214,247,335,134,27,121
ML206417a,225,101,160,85,206,110,37,99
ML20641a,128,140,160,131,218,161,101,142
ML20642a,452,229,241,152,448,254,151,218
ML20643a,3,2,4,1,10,7,3,7
ML20644a,1,0,1,0,1,1,1,0
ML20645a,557,243,325,176,203,365,132,221
ML20646a,0,0,2,1,1,0,3,3
ML20647a,121,50,68,36,34,100,31,36
ML20648a,44,30,38,34,83,47,85,74
ML20649a,79,25,51,24,11,64,9,26
ML20681a,258,375,255,297,230,358,222,232
ML20682a,914,808,855,620,936,605,498,589
ML20683a,98,103,82,127,132,64,52,87
ML20684a,126,164,176,127,235,147,84,121
ML20685a,151,259,195,285,228,155,159,174
ML20686a,181,212,196,242,172,114,147,175
ML20687a,1100,1396,1278,1524,899,811,931,967
ML20688a,8,70,84,25,16,4,6,2
ML20689a,25,44,37,39,23,11,18,12
ML20701a,669,572,765,529,794,538,455,676
ML20702a,71,166,23,86,77,55,73,47
ML20703a,259,257,294,373,251,194,170,207
ML20731a,124,112,156,132,301,253,279,303
ML20732a,601,666,287,252,283,286,234,450
ML20733a,6,2,7,5,1,1,11,4
ML20741a,56,67,31,91,16,2,39,37
ML207510a,36,61,41,35,24,23,42,23
ML207511a,371,357,386,350,320,282,287,227
ML20751a,0,1,0,0,1,0,0,0
ML20752a,202,214,206,184,174,186,131,166
ML20753a,202,227,198,192,245,161,185,159
ML20754a,291,17,86,20,325,143,21,104
ML20755a,293,27,87,11,254,126,18,102
ML20756a,8,12,23,18,13,10,4,6
ML20757a,1176,1358,1343,1147,1106,880,690,833
ML20758a,5126,5990,6747,6842,3641,2492,2524,2900
ML20759a,163,196,176,145,163,188,148,160
ML20761a,19,2,4,1,72,61,145,40
ML20762a,3,1,0,2,45,12,43,16
ML20763a,280,537,453,485,612,300,327,254
ML20764a,113,119,112,87,130,94,95,97
ML20765a,57,56,59,68,266,181,373,167
ML20766a,1409,1241,1473,1278,1793,1272,1244,1222
ML20767a,0,0,0,0,0,0,0,0
ML20768a,450,399,453,439,340,377,348,328
ML20769a,250,157,222,223,34,121,53,119
ML207910a,313,221,224,472,386,284,283,286
ML207911a,186,298,295,346,174,160,236,202
ML207912a,306,467,490,300,184,110,144,235
ML207913a,413,339,425,361,850,337,321,323
ML207914a,926,853,909,940,1019,728,583,673
ML207915a,536,537,658,555,890,493,436,443
ML20791a,64,60,70,45,70,56,39,54
ML20792a,309,433,454,312,157,189,181,200
ML20793a,242,326,336,311,337,232,213,246
ML20794a,333,379,311,299,422,347,409,469
ML20795a,62,99,81,96,70,45,46,48
ML20796a,0,0,0,0,0,0,0,0
ML20797a,328,368,368,308,351,272,324,336
ML20798a,7,19,11,8,7,14,10,4
ML20799a,190,344,308,329,352,150,267,230
ML20821a,956,1907,4087,1349,1000,2613,573,541
ML20822a,910,229,1960,1451,592,1259,738,655
ML208310a,678,164,322,188,775,485,217,483
ML208311a,742,60,333,34,338,473,59,243
ML208312a,1340,200,452,156,705,715,145,426
ML208313a,55,79,70,76,59,33,68,46
ML208314a,3243,3151,2985,2371,1325,1497,1105,1700
ML208315a,59,69,102,52,268,139,94,144
ML208316a,414,450,365,457,530,373,326,434
ML208317a,0,0,0,0,0,0,0,0
ML208318a,303,413,467,372,332,391,344,311
ML20831a,4809,6336,4479,5574,3867,3982,4872,4961
ML20832a,137,176,128,135,296,259,300,315
ML20833a,1075,1309,1312,1591,694,601,474,567
ML20834a,27,24,18,20,29,19,24,23
ML20835a,1,8,5,6,19,7,5,4
ML20836a,23,57,27,19,62,38,14,22
ML20837a,831,1053,872,841,946,665,614,657
ML20838a,283,352,360,253,412,324,231,276
ML20839a,128,302,216,247,540,261,176,116
ML20851a,1,8,0,1,6,5,4,4
ML20852a,740,655,720,639,966,704,355,506
ML20853a,137,58,50,19,49,60,20,94
ML20854a,176,350,506,1118,52,10,79,33
ML20855a,0,0,1,0,0,0,0,1
ML208710a,0,0,0,0,0,0,0,0
ML208711a,1096,1768,1474,1427,952,942,922,1009
ML208712a,303,477,401,392,400,272,302,265
ML20871a,629,691,735,621,583,581,471,595
ML20872a,240,259,232,200,305,205,145,188
ML20873a,47,57,51,0,131,40,0,40
ML20874a,430,425,395,481,504,331,347,336
ML20875a,375,476,441,435,454,375,361,345
ML20876a,264,286,315,300,359,238,199,212
ML20877a,216,187,192,121,308,178,97,185
ML20878a,385,436,398,458,312,359,340,290
ML20879a,100,82,99,75,111,61,75,92
ML20891a,597,777,828,635,623,546,538,582
ML20892a,303,241,199,223,273,192,178,199
ML20893a,886,1395,1225,1312,1359,865,935,889
ML20894a,911,511,632,424,744,760,514,604
ML20895a,28,37,28,27,42,20,36,26
ML20896a,235,208,259,267,87,115,94,118
ML20897a,1546,1756,2697,1040,1149,1341,1164,1046
ML20898a,118,2122,1875,1495,693,1162,1559,115
ML20899a,81,89,104,120,88,72,48,64
ML209110a,14,18,8,11,8,10,13,3
ML209111a,705,593,705,617,637,555,368,464
ML209112a,410,365,436,318,491,354,297,329
ML209113a,3155,3279,3646,3174,3903,2574,2460,2678
ML209114a,3708,3524,3872,3434,2947,3392,3449,3397
ML209115a,88,93,79,62,121,117,77,89
ML209116a,257,327,381,289,122,233,215,192
ML209117a,198,230,244,139,196,176,122,196
ML209118a,229,289,337,297,393,213,255,220
ML20911a,1990,594,937,498,1121,1028,451,748
ML20912a,3,2,2,3,29,36,27,44
ML20913a,4,2,1,2,4,4,1,4
ML20914a,34,50,32,25,97,188,232,126
ML20915a,5,0,3,1,3,3,3,5
ML20916a,1,0,4,2,8,4,3,5
ML20917a,19,8,21,14,26,24,15,33
ML20918a,3072,1295,1849,1251,1963,1861,1045,1679
ML20919a,0,0,0,0,0,0,0,0
ML20961a,0,0,0,0,0,2,0,0
ML210010a,164,143,238,104,92,172,91,111
ML210011a,567,604,599,610,503,541,410,449
ML210012a,1399,1560,1540,1448,1967,1326,1105,1218
ML210013a,110,105,145,66,139,50,45,62
ML210014a,135,106,141,89,138,92,77,72
ML210015a,213,149,182,246,350,139,243,204
ML210016a,3,2,15,0,0,3,3,6
ML210017a,227,190,182,145,164,127,117,162
ML210018a,5345,5095,5372,5081,5513,4203,4358,4858
ML210019a,188,191,173,204,132,195,204,160
ML21001a,464,416,489,452,632,388,440,343
ML210020a,1485,1580,1502,1682,1466,1507,1751,1650
ML210021a,16,22,31,13,55,31,18,30
ML210022a,102,132,93,88,378,215,248,234
ML210023a,86,126,79,88,177,136,41,67
ML210024a,107,90,57,77,300,173,193,209
ML210025a,523,745,887,729,622,611,467,428
ML210026a,1439,1595,1838,1448,2527,1976,1870,2030
ML210027a,0,5,7,1,3,1,1,2
ML210028a,31,26,19,30,25,5,26,33
ML210029a,128,167,108,113,80,134,75,158
ML21002a,393,522,598,592,431,453,414,396
ML210030a,0,0,0,2,3,1,0,0
ML210031a,53,58,42,32,1,43,30,66
ML210032a,249,200,172,182,89,245,140,158
ML210033a,660,653,594,673,696,583,525,545
ML210034a,61,74,82,41,101,65,53,79
ML210035a,430,346,335,338,385,272,242,383
ML210036a,129,113,119,99,233,140,110,106
ML210037a,96,68,111,78,49,68,79,84
ML210038a,0,1,0,0,0,0,0,0
ML21003a,204,213,190,175,213,207,167,181
ML21004a,337,311,364,340,383,400,221,331
ML21005a,36,36,44,46,32,12,20,16
ML21006a,125,102,120,72,90,106,76,104
ML21007a,6,2,20,20,10,17,80,10
ML21008a,9,13,13,13,13,20,10,16
ML21009a,27,20,24,18,39,31,48,36
ML21021a,217,255,306,285,324,211,227,274
ML21022a,520,274,351,275,171,379,218,267
ML21023a,0,0,0,0,0,0,0,0
ML21024a,0,0,0,0,0,0,0,0
ML21091a,4,11,11,19,9,10,10,6
ML21092a,337,337,301,292,152,258,191,242
ML21093a,2344,2437,2484,2220,3267,1698,1529,2125
ML21094a,2825,3617,3755,2918,6194,2452,2377,2787
ML21095a,420,402,425,328,184,366,307,299
ML21096a,78,65,61,43,28,26,28,37
ML21121a,0,2,0,0,0,1,0,0
ML21122a,13,10,12,5,1,2,5,16
ML21151a,13,12,12,17,16,7,15,12
ML21191a,28,7,7,29,9,14,27,17
ML212010a,3,10,3,7,3,3,3,2
ML212011a,428,449,539,485,438,416,353,391
ML212012a,22,32,17,22,42,55,51,72
ML212013a,92,62,64,37,94,83,52,82
ML212014a,270,249,211,181,242,218,175,209
ML212015a,816,896,1014,945,843,742,541,700
ML212016a,206,155,156,121,156,162,141,157
ML212017a,375,451,423,372,402,365,361,350
ML212018a,164,199,180,168,93,122,89,153
ML212019a,432,448,464,420,577,356,352,374
ML21201a,562,483,589,641,313,313,246,329
ML21202a,134,187,172,248,75,83,117,107
ML21203a,35,34,43,53,15,30,27,17
ML21204a,176,184,145,154,357,238,204,215
ML21205a,734,635,652,457,724,608,434,596
ML21206a,7,5,5,1,3,1,0,6
ML21207a,1140,1475,1285,1332,1341,940,901,890
ML21208a,242,309,380,259,280,284,244,228
ML21209a,196,209,199,200,161,196,136,143
ML21231a,239,856,894,482,407,183,141,188
ML21251a,0,0,0,0,0,0,0,0
ML21271a,5,2,3,6,2,6,7,0
ML21311a,1295,1880,1897,1461,1690,1400,1038,1256
ML21312a,90,52,119,50,64,46,41,72
ML21313a,584,629,682,572,947,660,512,474
ML21314a,453,413,480,403,466,394,309,373
ML21315a,11538,14231,15531,14666,19382,10547,11330,11163
ML21316a,157,108,121,68,139,96,91,129
ML21317a,35,32,27,15,18,27,12,36
ML21318a,12,3,5,3,7,11,9,6
ML21319a,8,5,2,2,0,2,0,0
ML21331a,122,101,239,107,150,110,91,79
ML21371a,1,0,1,0,7,12,6,16
ML21372a,1,2,1,1,2,5,14,8
ML214010a,1403,1270,1427,1077,1396,1092,960,1073
ML214011a,1105,692,874,566,1092,891,508,696
ML214012a,4,14,186,0,39,9,0,1
ML21401a,11,10,14,10,9,2,11,8
ML21402a,1310,639,946,543,627,1059,545,758
ML21403a,378,306,322,228,409,337,228,267
ML21404a,0,0,0,0,0,0,0,0
ML21405a,1325,1524,1484,1433,1985,1111,1155,962
ML21406a,0,0,0,0,0,0,0,0
ML21407a,0,0,0,0,0,0,0,0
ML21408a,103,134,115,107,194,123,87,98
ML21409a,255,137,193,128,237,188,105,160
ML21421a,58,13,33,12,28,15,10,17
ML214310a,12,34,25,30,21,11,16,17
ML214311a,0,1,0,0,1,3,5,1
ML214312a,48,49,47,42,45,43,36,32
ML214313a,1865,2521,2182,2211,2174,1584,1657,1680
ML214314a,495,546,592,421,707,371,368,323
ML214315a,24,5,6,13,9,1,7,16
ML214316a,317,401,323,300,398,259,289,341
ML214317a,422,485,517,363,470,402,329,372
ML214318a,633,636,605,578,651,566,469,524
ML214319a,786,590,699,554,859,570,436,503
ML21431a,7,1,12,11,21,23,8,2
ML214320a,201,133,183,155,267,165,112,153
ML214321a,317,226,240,153,283,197,151,183
ML214322a,224,512,479,501,751,296,577,379
ML214323a,1053,1370,1455,1449,1043,1069,1298,1230
ML214324a,822,1040,874,764,867,692,852,788
ML214325a,108,67,87,94,76,96,55,51
ML214326a,30,173,105,53,10,2,5,7
ML214327a,193,168,156,184,191,179,161,121
ML214328a,91,103,95,101,100,97,80,90
ML214329a,452,373,375,341,434,324,281,301
ML21432a,519,615,642,582,585,496,381,421
ML21433a,207,176,185,180,128,136,146,127
ML21434a,270,325,337,282,440,255,251,264
ML21435a,829,960,1037,937,1190,787,600,684
ML21436a,822,678,826,699,910,698,582,589
ML21437a,9,46,13,65,15,1,50,6
ML21438a,479,540,416,395,322,205,442,365
ML21439a,207,163,215,172,273,156,142,133
ML21441a,0,1,1,1,0,2,2,1
ML21442a,45,75,61,46,65,55,77,85
ML21443a,15,28,20,12,41,10,22,38
ML21444a,0,0,0,0,0,0,0,0
ML21445a,4,16,12,24,13,6,8,9
ML21451a,30,12,17,13,16,0,7,27
ML21521a,613,825,673,740,820,461,613,555
ML21522a,1028,1333,1165,1226,671,825,924,886
ML21523a,0,0,0,0,0,0,0,0
ML21524a,0,0,0,0,0,0,0,0
ML21525a,258,188,171,149,244,217,151,175
ML21526a,567,652,640,527,569,530,411,531
ML21527a,105,181,141,122,81,109,91,94
ML21528a,254,310,278,239,240,192,189,177
ML21529a,0,0,0,0,0,0,0,0
ML21531a,21,6,31,8,8,10,6,16
ML215410a,1078,1931,1677,2205,279,500,989,567
ML215411a,2010,1712,2629,1833,2475,1491,1686,2041
ML215412a,33,55,28,39,110,69,84,94
ML215413a,4,1,4,1,0,4,2,5
ML215414a,233,789,432,315,438,280,345,310
ML215415a,6,6,2,10,7,8,9,7
ML215416a,288,44,113,134,684,604,407,1114
ML215417a,117,23,54,57,205,281,196,479
ML215418a,58,83,88,69,99,113,72,89
ML215419a,239,162,189,181,158,228,103,174
ML21541a,68,141,138,277,74,69,154,76
ML215420b,1,2,2,1,0,0,0,1
ML215421a,6,9,3,4,0,4,0,0
ML215422b,2,15,5,1,2,3,0,1
ML215423a,23,27,28,14,27,53,26,26
ML215424a,0,0,0,0,0,0,0,0
ML21542a,0,0,0,0,0,0,0,0
ML21543a,338,370,389,422,270,266,221,301
ML21544a,10,0,1,1,6,4,7,16
ML21545a,97,196,186,53,1541,447,460,619
ML21546a,0,0,1,0,8,4,1,4
ML21547a,1,1,2,0,7,1,1,5
ML21548a,579,1995,1486,1409,429,348,550,372
ML21549a,261,1846,936,1611,112,128,579,195
ML21571a,0,4,0,0,0,18,0,0
ML21581a,1319,2344,2143,2035,1855,1550,1366,1018
ML21582a,341,409,404,491,390,161,208,168
ML21583a,1166,1570,1476,1599,25796,10364,16004,11489
ML21584a,0,0,12,6,3,22,8,6
ML21601a,208,336,287,264,182,243,191,215
ML21602a,161,38,59,265,475,489,337,533
ML21603a,0,0,0,0,0,0,0,0
ML21621a,10,0,1,1,5,4,1,2
ML21622a,1436,1496,1483,1596,1032,1258,961,1047
ML21623a,562,660,682,533,548,516,364,393
ML21624a,145,145,167,115,240,128,109,116
ML21625a,973,835,907,929,814,755,596,604
ML21626a,454,437,399,403,462,347,326,313
ML21627a,987,1174,1125,998,1300,1028,902,1007
ML216310a,324,379,363,320,230,342,202,297
ML216311a,979,1801,1996,2313,682,473,579,530
ML216312a,1101,1469,1422,1153,1079,1270,1050,1033
ML216313a,445,476,468,381,449,423,333,364
ML216314a,498,420,412,453,288,380,394,340
ML216315a,1717,1645,1466,1513,1114,1099,1222,1261
ML216316a,509,285,148,110,51,72,84,166
ML216317a,16,21,13,13,58,56,79,104
ML216318a,0,0,1,1,0,4,3,3
ML216319a,89,118,114,123,116,86,78,75
ML21631a,167,232,251,201,58,175,132,156
ML216320a,7,11,12,6,102,29,21,56
ML216321a,918,1355,1296,1400,1306,1230,1258,1084
ML216322a,1904,3687,3794,5600,405,573,1318,913
ML216323a,313,422,383,385,163,178,196,239
ML216324a,32,34,59,22,761,334,231,527
ML216325a,0,1,0,0,0,0,0,2
ML216326a,0,1,2,2,0,3,1,0
ML216327a,1,2,1,2,0,0,2,0
ML216328a,75,52,60,73,39,55,82,102
ML216329a,502,1908,1487,945,1135,510,1158,952
ML21632a,3678,5428,7612,5811,9213,4191,3112,2866
ML216330a,219,414,549,22,443,63,151,128
ML216331a,40,33,50,33,67,28,30,28
ML216332a,2,6,6,4,7,0,2,0
ML216333a,344,366,344,386,310,394,299,380
ML216334a,1,2,2,3,2,1,2,1
ML216335a,89,137,112,83,125,73,86,95
ML216336a,1599,2125,2354,1793,2681,1524,1246,1283
ML216337a,701,587,813,575,1015,605,505,586
ML216338a,0,0,1,0,112,40,47,39
ML216339a,615,744,848,767,1001,599,557,532
ML21633a,0,0,0,0,0,0,0,0
ML216340a,113,120,117,96,64,111,74,81
ML216341a,54,122,55,47,195,220,460,309
ML216342a,225,233,203,242,276,207,177,153
ML216343a,193,154,322,119,4490,2465,3392,3472
ML216344a,2131,2467,2063,2423,1747,1750,1971,1735
ML216345a,59,79,86,64,38,62,34,55
ML216346a,752,591,707,553,654,658,424,558
ML216347a,5036,6032,6020,5263,6248,4559,4167,4263
ML216348a,234,520,514,534,69,129,208,183
ML216349a,132,191,183,146,172,95,83,88
ML21634a,2014,2972,2277,2818,1090,1053,1110,1312
ML216350a,11,4,11,5,19,4,8,9
ML216351a,9,3,6,5,30,21,26,26
ML216352a,1000,1530,1192,1084,1042,944,866,959
ML216353a,151,169,128,68,72,88,49,152
ML216354a,550,368,452,413,162,398,274,322
ML216355a,2,0,0,0,0,1,0,0
ML216356a,202,190,213,243,261,177,157,163
ML216357a,91,71,115,108,145,47,64,80
ML216358a,132,28,184,184,165,97,91,95
ML216359a,610,755,736,713,563,512,580,628
ML21635a,0,0,0,0,0,0,0,0
ML216360a,36,37,31,34,9,38,28,23
ML21636a,0,0,0,0,0,0,0,0
ML21637a,0,0,0,0,0,0,0,0
ML21638a,0,0,0,0,0,0,0,0
ML21639a,230,337,242,339,173,127,151,138
ML21641a,8,9,18,55,11,7,12,4
ML21651a,8,11,5,4,4,5,3,5
ML21652a,3,3,4,0,5,4,6,4
ML21653a,2,1,0,0,10,28,36,21
ML21654a,720,395,369,316,604,415,407,644
ML21655a,0,0,1,1,3,1,0,4
ML21656a,0,1,1,1,9,1,4,3
ML21657a,1115,700,704,546,943,801,468,619
ML21658a,708,900,981,839,720,831,699,698
ML21659a,0,0,0,0,0,0,0,0
ML21661a,117,101,125,156,17,75,41,55
ML216910a,3,3,4,3,16,50,49,27
ML216911a,0,0,1,0,7,26,12,5
ML216912a,119,214,299,176,162,175,210,144
ML216913a,5,3,8,1,6,2,7,4
ML216914a,49,66,93,50,108,58,76,61
ML216915a,348,527,406,497,236,283,371,366
ML216916a,0,0,0,0,0,0,0,0
ML216917a,132,208,202,89,206,328,216,296
ML216918a,237,228,231,200,243,189,168,180
ML216919a,660,1217,1030,1488,572,529,625,603
ML21691a,16,10,16,168,44,116,229,88
ML216920a,46,19,66,57,56,31,41,45
ML21692a,5,6,10,106,30,45,100,32
ML21693a,3,3,3,39,14,20,49,17
ML21694a,4,7,14,108,28,42,161,30
ML21695a,2,10,5,38,23,43,100,22
ML21696a,2,6,7,12,25,19,57,18
ML21697a,1,10,8,2,23,66,50,38
ML21698a,14,22,11,9,58,103,74,50
ML21699a,1502,91,662,17,1100,1306,61,713
ML217210a,465,538,530,533,195,527,411,307
ML217211a,659,831,762,794,671,628,547,618
ML217212a,132,129,181,152,212,130,144,118
ML217213a,84,114,117,100,142,90,86,72
ML217214a,12,4,2,10,0,1,6,8
ML217215a,30,27,24,3,7,22,5,33
ML21721a,1882,3104,2633,3154,1494,1476,1625,1542
ML21722a,0,0,0,0,0,0,0,0
ML21723a,455,309,357,373,451,320,286,304
ML21724a,335,384,364,286,469,358,205,277
ML21725a,1442,1261,1284,1130,1136,1131,951,1027
ML21726a,759,804,820,746,770,743,535,649
ML21727a,1246,2153,1582,1814,1030,752,972,907
ML21728a,345,438,458,393,275,360,419,279
ML21729a,187,286,280,291,101,56,63,47
ML21741a,0,57,84,1,21,1,0,0
ML21742a,0,59,27,0,11,2,0,0
ML21761a,0,1,0,0,10,5,9,3
ML21762a,524,361,435,303,521,406,316,352
ML21763a,376,400,554,632,406,461,346,413
ML21764a,464,520,601,538,359,414,357,415
ML218010a,4,5,6,7,3,1,7,5
ML218011a,134,118,125,125,25,111,80,110
ML218012a,427,505,530,502,539,434,407,438
ML218013a,1296,2561,1917,2234,1055,1088,1076,1105
ML218014a,695,342,715,442,482,244,179,309
ML218015a,17,6,16,6,9,6,9,9
ML218016a,848,560,863,665,440,434,355,478
ML21801a,186,203,271,184,243,234,137,173
ML21802a,164,117,161,83,152,140,83,102
ML21803a,0,0,0,0,0,0,0,0
ML21804a,1298,1226,1413,1224,1500,1072,886,1031
ML21805a,219,194,239,166,279,225,182,195
ML21806a,65,87,71,73,124,76,79,57
ML21807a,7,13,5,11,9,10,7,8
ML21808a,2,4,0,1,0,2,1,0
ML21809a,671,702,877,605,667,517,472,608
ML21861a,0,0,0,0,0,0,0,0
ML21862a,174,252,277,260,145,197,227,193
ML21863a,44,65,73,41,108,120,108,64
ML21864a,0,0,0,0,0,0,0,0
ML21865a,188,228,234,164,194,224,148,129
ML21866a,706,1190,1000,1012,525,441,645,543
ML21867a,174,382,350,294,81,153,167,137
ML21868a,27,20,24,7,14,10,6,21
ML21869a,309,336,334,294,123,238,178,276
ML218810a,1,9,3,1,43,0,7,1
ML218811a,382,366,456,351,394,331,320,357
ML218812a,1518,1368,1678,1253,1218,1647,1111,1201
ML218813a,56,66,84,34,46,35,32,64
ML218814a,14,11,21,21,16,27,7,18
ML218815a,206,207,266,227,186,360,143,202
ML218816a,70,116,90,93,65,64,45,49
ML218817a,3,0,1,0,0,3,0,0
ML218818a,2769,4343,3704,3555,1848,2300,2963,2286
ML218819a,0,0,0,0,0,0,0,0
ML21881a,679,693,899,832,812,604,728,571
ML218820a,480,591,641,708,1411,1454,1591,1686
ML218821a,1,0,2,0,0,1,0,0
ML218822a,1816,2655,2126,2411,1937,1424,1491,1548
ML218823a,8,23,16,9,3,4,3,1
ML218824a,176,285,263,336,195,80,148,150
ML218825a,41,90,50,68,112,58,58,47
ML218826a,246,478,465,551,195,65,97,149
ML218827a,1,0,2,0,4,2,4,5
ML218828a,459,480,538,609,453,307,438,534
ML218829a,16,8,15,43,11,49,28,22
ML21882a,0,0,0,0,0,0,0,0
ML218830a,44,57,50,46,37,42,48,32
ML218831a,43,9,40,68,12,17,30,39
ML218832a,0,1,0,0,0,0,0,0
ML218833a,0,0,0,1,0,0,0,0
ML218834a,142,204,256,199,42,78,48,50
ML218835a,119,253,168,196,95,99,120,138
ML218836a,4,4,6,4,6,12,7,12
ML218837a,4560,6216,5276,4318,4281,3959,3063,4123
ML21883a,291,494,402,401,293,316,270,272
ML21884a,1144,821,889,777,868,964,639,742
ML21885a,0,0,0,0,0,0,0,0
ML21886a,0,0,0,0,0,0,0,0
ML21887a,0,0,0,0,0,0,0,0
ML21888a,0,0,0,0,0,0,0,0
ML21889a,0,0,0,0,0,0,0,0
ML218910a,66,90,44,35,29,34,10,51
ML218911a,329,497,598,533,321,242,317,329
ML218912a,26,19,25,17,12,21,12,14
ML218913a,5,7,8,35,3,6,17,9
ML218914a,270,563,435,122,292,664,413,349
ML218915a,254,211,221,204,240,216,214,183
ML218916a,321,450,401,386,243,264,219,239
ML218917a,94,120,111,126,142,98,86,65
ML218918a,645,1339,723,717,1111,1041,509,1275
ML218919a,996,123,542,27,728,619,119,393
ML21891a,684,844,835,791,554,555,398,461
ML218920a,178,220,305,235,1110,433,705,660
ML218921a,85,126,145,161,218,180,268,165
ML218922a,179,142,209,171,62,83,87,92
ML218923a,6,12,12,8,57,94,152,72
ML218924a,82,48,74,42,53,91,51,70
ML218925a,19,5,2,3,1,5,0,8
ML218926a,452,452,517,398,257,488,311,295
ML218927a,0,0,0,0,0,0,0,0
ML218928a,19,15,24,33,61,49,54,18
ML218929a,241,354,335,407,183,222,355,216
ML21892a,128,46,48,44,26,29,49,58
ML218930a,0,0,0,0,0,0,0,0
ML218931a,0,0,0,0,0,0,0,0
ML218932a,0,0,0,0,0,0,0,0
ML218933a,52,64,45,25,39,28,25,43
ML218934a,0,0,0,0,3,28,16,5
ML218935a,2,8,14,25,20,57,40,21
ML218936a,28,29,38,48,18,16,46,29
ML218937a,1121,801,1128,980,610,995,747,965
ML218938a,0,0,0,0,0,0,0,0
ML218939a,23,18,13,6,1,5,3,12
ML21893a,384,487,438,396,691,358,324,392
ML218940a,588,648,649,511,711,497,393,566
ML218941a,195,177,172,161,213,161,96,136
ML218942a,124,156,156,120,166,110,103,123
ML218943a,72,15,37,2,60,42,12,19
ML218944a,1888,1981,1942,2072,1743,1372,1206,1353
ML218945a,137,115,173,92,151,93,73,112
ML218946a,179,404,474,289,360,203,202,244
ML218947a,68,103,108,118,86,68,107,69
ML218948a,310,257,250,254,294,249,194,230
ML218949a,655,765,513,510,465,419,512,580
ML21894a,1854,3046,2502,2020,3603,2798,2579,2429
ML218950a,0,0,0,0,0,0,0,0
ML218951a,12,4,0,0,0,4,0,4
ML218952a,0,8,67,0,0,27,1,1
ML218953a,0,16,104,0,10,65,0,2
ML218954a,62,53,52,27,53,31,41,56
ML218955a,0,0,0,0,0,0,0,0
ML21895a,1028,380,668,207,602,476,216,330
ML21896a,1,1,2,2,1,2,3,1
ML21897a,1,25,5,6,12,1,10,2
ML21898a,1856,2245,2121,1643,1515,2035,1395,1708
ML21899a,38,49,58,40,34,46,61,60
ML219010a,0,0,0,0,0,0,0,0
ML219011a,89,84,93,77,79,46,85,66
ML219012a,147,108,119,98,71,45,77,98
ML21901a,92,176,96,92,129,116,115,79
ML21902a,59,85,104,82,40,60,47,62
ML21903a,254,307,224,222,181,210,204,196
ML21904a,1,0,0,0,1,2,2,0
ML21905a,0,0,0,1,0,1,2,1
ML21906a,0,0,1,0,3,4,2,7
ML21907a,483,513,542,488,555,448,437,469
ML21908a,513,554,495,392,478,466,322,333
ML21909a,319,299,294,265,593,318,230,245
ML219310a,148,241,189,211,244,155,127,164
ML219311a,451,532,557,520,764,508,428,435
ML219312a,514,647,612,559,648,526,563,617
ML219313a,348,309,422,425,329,217,390,368
ML219314a,13,25,28,13,19,4,16,2
ML219315a,210,250,227,211,204,155,162,198
ML219316a,233,199,362,401,295,213,206,187
ML219317a,554,563,539,598,607,521,399,447
ML21931a,66,54,73,134,311,295,515,685
ML21932a,0,0,0,0,0,0,0,0
ML21933a,349,390,377,361,504,301,251,303
ML21934a,8,35,14,10,5,10,8,14
ML21935a,51,170,104,121,838,299,492,265
ML21936a,25,29,34,11,85,62,76,51
ML21937a,147,241,131,131,175,112,265,134
ML21938a,281,320,308,237,368,516,389,488
ML21939a,450,516,524,445,321,359,353,399
ML220710a,872,1760,2053,1377,1287,405,818,704
ML220711a,143,77,103,107,167,168,234,156
ML220712a,2,1,4,0,7,3,0,0
ML220713a,181,161,181,184,139,132,123,109
ML220714a,106,72,94,85,74,49,53,55
ML220715a,122,125,153,125,53,72,68,107
ML220716a,0,0,0,0,0,0,0,0
ML220717a,454,362,477,342,545,523,261,329
ML220718a,0,0,0,0,0,0,0,0
ML220719a,390,304,350,320,267,354,229,264
ML22071a,9,4,14,4,2,1,1,8
ML220720a,910,876,939,726,1014,740,754,723
ML220721a,808,1166,1047,968,914,716,620,711
ML220722a,671,622,681,630,1173,649,530,626
ML220723a,354,281,319,228,421,291,196,245
